Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
02/19/2014,Completed,02/24/2014,14-00236117,Sanitation Code Violation,Standing water,922 W WILSON AVE,60640,1169292.76011931,1930737.57161817,46,19,3,41.96545822553024,-87.65292996819097,"(41.96545822553024, -87.65292996819097)"
02/19/2014,Completed,02/24/2014,14-00236122,Sanitation Code Violation,Standing water,916 W WILSON AVE,60640,1169332.16011931,1930738.67161817,46,19,3,41.96546038531508,-87.65278507189709,"(41.96546038531508, -87.65278507189709)"
02/20/2014,Completed - Dup,02/24/2014,14-00236616,Sanitation Code Violation,Standing water,916 W WILSON AVE,60640,1169332.16011931,1930738.67161817,46,19,3,41.96546038531508,-87.65278507189709,"(41.96546038531508, -87.65278507189709)"
02/24/2014,Completed,02/26/2014,14-00265128,Sanitation Code Violation,Standing water,916 W WILSON AVE,60640,1169332.16011931,1930738.67161817,46,19,3,41.96546038531508,-87.65278507189709,"(41.96546038531508, -87.65278507189709)"
02/21/2014,Completed,02/26/2014,14-00247822,Sanitation Code Violation,Standing water,13311 S CALUMET AVE,60827,1180826.73031716,1817129.54151494,9,5,54,41.65344930961759,-87.61401878257658,"(41.65344930961759, -87.61401878257658)"
02/26/2014,Completed,02/27/2014,14-00279025,Sanitation Code Violation,Standing water,7355 S UNIVERSITY AVE,60619,1185155.24998679,1856471.29097868,5,3,69,41.761307659355154,-87.59695012087903,"(41.761307659355154, -87.59695012087903)"
02/26/2014,Completed,03/02/2014,14-00280226,Sanitation Code Violation,Standing water,916 W WILSON AVE,60640,1169332.16011931,1930738.67161817,46,19,3,41.96546038531508,-87.65278507189709,"(41.96546038531508, -87.65278507189709)"
02/20/2014,Completed,03/02/2014,14-00237533,Sanitation Code Violation,Standing water,6 S WELLS ST,60606,1174738.73080563,1900277.38937774,2,1,32,41.881753855340285,-87.63382012547025,"(41.881753855340285, -87.63382012547025)"
03/01/2014,Completed - Dup,03/04/2014,14-00295869,Sanitation Code Violation,Standing water,2509 W ARTHUR AVE,60645,1158376.81056618,1943057.60488086,50,24,2,41.99949580244212,-87.69272669268693,"(41.99949580244212, -87.69272669268693)"
03/01/2014,Completed,03/04/2014,14-00295868,Sanitation Code Violation,Standing water,2509 W ARTHUR AVE,60645,1158376.81056618,1943057.60488086,50,24,2,41.99949580244212,-87.69272669268693,"(41.99949580244212, -87.69272669268693)"
03/02/2014,Completed - Dup,03/04/2014,14-00297970,Sanitation Code Violation,Standing water,2509 W ARTHUR AVE,60645,1158376.81056618,1943057.60488086,50,24,2,41.99949580244212,-87.69272669268693,"(41.99949580244212, -87.69272669268693)"
03/02/2014,Completed - Dup,03/04/2014,14-00298027,Sanitation Code Violation,Standing water,2509 W ARTHUR AVE,60645,1158376.81056618,1943057.60488086,50,24,2,41.99949580244212,-87.69272669268693,"(41.99949580244212, -87.69272669268693)"
02/22/2014,Completed - Dup,03/05/2014,14-00252649,Sanitation Code Violation,Standing water,8119 S PRAIRIE PARK PL,60619,1179447.06385,1851099.51095,6,6,44,41.7466990791562,-87.61803457669956,"(41.7466990791562, -87.61803457669956)"
02/22/2014,Completed,03/05/2014,14-00252648,Sanitation Code Violation,Standing water,8119 S PRAIRIE PARK PL,60619,1179447.06385,1851099.51095,6,6,44,41.7466990791562,-87.61803457669956,"(41.7466990791562, -87.61803457669956)"
03/08/2014,Completed,03/10/2014,14-00328400,Sanitation Code Violation,Standing water,1248 S MCCORMICK PL BUSWAY,60605,1178236.76061771,1894845.2970869,2,1,33,41.866768931375624,-87.6211411046547,"(41.866768931375624, -87.6211411046547)"
03/08/2014,Completed,03/10/2014,14-00329082,Sanitation Code Violation,Standing water,2509 W ARTHUR AVE,60645,1158376.81056618,1943057.60488086,50,24,2,41.99949580244212,-87.69272669268693,"(41.99949580244212, -87.69272669268693)"
03/14/2014,Completed,03/17/2014,14-00368080,Sanitation Code Violation,Standing water,2652 W 47TH ST,60632,1159388.98618856,1873402.03503384,12,9,58,41.80833443290838,-87.69092211250894,"(41.80833443290838, -87.69092211250894)"
03/14/2014,Completed,03/17/2014,14-00368118,Sanitation Code Violation,Standing water,827 S WELLS ST,60607,1174838.04327147,1896654.69013255,2,1,32,41.87181072103852,-87.63356391209656,"(41.87181072103852, -87.63356391209656)"
03/13/2014,Completed,03/19/2014,14-00356257,Sanitation Code Violation,Standing water,1547 N DAMEN AVE,60622,1162778.84402794,1910301.35013343,1,14,24,41.90951949504769,-87.67745500541504,"(41.90951949504769, -87.67745500541504)"
03/19/2014,Completed,03/20/2014,14-00395856,Sanitation Code Violation,Standing water,3407 N LEAVITT ST,60618,1161093.40342943,1922593.77501934,32,19,5,41.943285927713326,-87.68330425178745,"(41.943285927713326, -87.68330425178745)"
03/11/2014,Completed,03/21/2014,14-00348595,Sanitation Code Violation,Standing water,4826 N WOLCOTT AVE,60640,1162948.28729525,1932078.38417314,47,20,4,41.96927335453338,-87.67621931503916,"(41.96927335453338, -87.67621931503916)"
03/10/2014,Completed,03/21/2014,14-00339040,Sanitation Code Violation,Standing water,8114 S PRAIRIE PARK PL,60619,1179446.66385,1851111.61095,6,6,44,41.74673229207817,-87.61803567381513,"(41.74673229207817, -87.61803567381513)"
03/27/2014,Completed,03/31/2014,14-00440727,Sanitation Code Violation,Standing water,4840 S EVANS AVE,60615,1182073.21688456,1873082.54302082,4,2,38,41.80696229847662,-87.60773212916158,"(41.80696229847662, -87.60773212916158)"
03/29/2014,Completed,04/01/2014,14-00448183,Sanitation Code Violation,Standing water,4650 N CLARENDON AVE,60640,1170072.37093101,1931195.88997573,46,19,3,41.96669884029732,-87.65005009231987,"(41.96669884029732, -87.65005009231987)"
04/04/2014,Completed,04/04/2014,14-00481658,Sanitation Code Violation,Standing water,224 E SOUTH WATER SUB ST,60601,1178092.334,1902125.2969,42,1,32,41.88674893978441,-87.62144963639628,"(41.88674893978441, -87.62144963639628)"
04/02/2014,Completed,04/04/2014,14-00469389,Sanitation Code Violation,Standing water,2056 N LECLAIRE AVE,60639,1142068.44309183,1913196.26009212,37,25,19,41.91787280302405,-87.75346485788612,"(41.91787280302405, -87.75346485788612)"
04/02/2014,Completed,04/11/2014,14-00469802,Sanitation Code Violation,Standing water,6440 S ARTESIAN AVE,60629,1161147.62529335,1861882.00632884,15,8,66,41.77668570425324,-87.68479055609899,"(41.77668570425324, -87.68479055609899)"
04/14/2014,Completed,04/21/2014,14-00536750,Sanitation Code Violation,Standing water,3411 N WOLCOTT AVE,60657,1163068.80872508,1922712.06856795,32,19,5,41.9435691955216,-87.67604031486708,"(41.9435691955216, -87.67604031486708)"
04/19/2014,Completed,04/23/2014,14-00566565,Sanitation Code Violation,Standing water,3713 W IRVING PARK RD,60618,1150862.81149298,1926330.64850734,39,17,16,41.95374692546821,-87.7208088766451,"(41.95374692546821, -87.7208088766451)"
04/23/2014,Completed,04/24/2014,14-00589938,Sanitation Code Violation,Standing water,2866 W MCLEAN AVE,60647,1156809.45642298,1913536.96842559,35,14,22,41.91852145505706,-87.69929612106023,"(41.91852145505706, -87.69929612106023)"
04/29/2014,Completed,04/30/2014,14-00619473,Sanitation Code Violation,Standing water,6864 N WILDWOOD AVE,60646,1136037.6744707,1945255.37561273,41,16,12,42.00595585569315,-87.7748548295432,"(42.00595585569315, -87.7748548295432)"
05/02/2014,Completed,05/05/2014,14-00640411,Sanitation Code Violation,Standing water,4018 W 76TH ST FORD CITY ER,60652,1150953.95412192,1854107.39290373,13,8,65,41.75555577008075,-87.72236297362522,"(41.75555577008075, -87.72236297362522)"
05/02/2014,Completed,05/05/2014,14-00640430,Sanitation Code Violation,Standing water,4053 W 76TH ST,60652,1150609.94321298,1853927.42933263,13,8,65,41.755068616653844,-87.72362837952217,"(41.755068616653844, -87.72362837952217)"
05/02/2014,Completed,05/05/2014,14-00641976,Sanitation Code Violation,Standing water,2120 N NAGLE AVE,60707,1133072.08348338,1913395.27099916,36,25,19,41.91858107623448,-87.78651380400903,"(41.91858107623448, -87.78651380400903)"
05/09/2014,Completed,05/12/2014,14-00681662,Sanitation Code Violation,Standing water,6013 W GUNNISON ST,60630,1135054.62742008,1931608.80308334,38,16,15,41.96852603248868,-87.77879671605777,"(41.96852603248868, -87.77879671605777)"
05/13/2014,Completed,05/13/2014,14-00698568,Sanitation Code Violation,Standing water,2652 S MILLARD AVE,60623,1152464.67847934,1886131.28789875,22,10,30,41.843404409603885,-87.71598359222202,"(41.843404409603885, -87.71598359222202)"
05/09/2014,Completed,05/13/2014,14-00681483,Sanitation Code Violation,Standing water,1630 N MONITOR AVE,60639,1137185.05987903,1910242.94327269,29,25,25,41.9098577604295,-87.77147799036682,"(41.9098577604295, -87.77147799036682)"
05/09/2014,Completed,05/13/2014,14-00681485,Sanitation Code Violation,Standing water,1632 N MONITOR AVE,60639,1137184.65987903,1910256.34327269,29,25,25,41.90989453881866,-87.77147913737093,"(41.90989453881866, -87.77147913737093)"
05/15/2014,Completed,05/16/2014,14-00719001,Sanitation Code Violation,Standing water,3459 N DAMEN AVE,60618,1162399.77760585,1923054.57992299,32,19,5,41.944523117025376,-87.67848973216081,"(41.944523117025376, -87.67848973216081)"
05/18/2014,Completed,05/19/2014,14-00731635,Sanitation Code Violation,Standing water,4626 N MENARD AVE,60630,1136836.01960109,1930294.08298643,38,16,15,41.964886492925444,-87.77227816390246,"(41.964886492925444, -87.77227816390246)"
05/17/2014,Completed,05/20/2014,14-00729350,Sanitation Code Violation,Standing water,2018 N RICHMOND ST,60647,1156622.39998518,1913149.14079455,35,14,22,41.9174610180118,-87.69999390715024,"(41.9174610180118, -87.69999390715024)"
05/26/2014,Completed,05/28/2014,14-00781161,Sanitation Code Violation,Standing water,7317 S SOUTH SHORE DR,60649,1195142.43376837,1857453.7764952,7,3,43,41.763763233616764,-87.56031461337778,"(41.763763233616764, -87.56031461337778)"
05/23/2014,Completed,05/28/2014,14-00774575,Sanitation Code Violation,Standing water,2148 W ARGYLE ST,60625,1161017.12007395,1933180.10751901,47,20,4,41.972336958117275,-87.68328947212304,"(41.972336958117275, -87.68328947212304)"
05/24/2014,Completed,05/29/2014,14-00776377,Sanitation Code Violation,Standing water,1527 N KOLIN AVE,60651,1147101.10248913,1909698.00439179,37,25,23,41.908178373677664,-87.73506409163191,"(41.908178373677664, -87.73506409163191)"
05/23/2014,Completed,05/29/2014,14-00768329,Sanitation Code Violation,Standing water,1377 N MILWAUKEE AVE,60622,1164283.66011715,1909341.72471735,1,14,24,41.906854508253446,-87.67195415556712,"(41.906854508253446, -87.67195415556712)"
05/29/2014,Completed,05/30/2014,14-00800213,Sanitation Code Violation,Standing water,927 W AINSLIE ST,60640,1169125.0000335,1932981.73002291,48,20,3,41.97161991716869,-87.65348130593581,"(41.97161991716869, -87.65348130593581)"
05/28/2014,Completed,05/30/2014,14-00797604,Sanitation Code Violation,Standing water,703 S WOLCOTT AVE,60612,1163875.51759875,1897023.15452699,2,12,28,41.87306000619177,-87.67380124102246,"(41.87306000619177, -87.67380124102246)"
05/29/2014,Completed,06/02/2014,14-00800555,Sanitation Code Violation,Standing water,1526 W LELAND AVE,60640,1165180.58997805,1931290.84999401,47,19,3,41.96706505506189,-87.66803365090885,"(41.96706505506189, -87.66803365090885)"
06/02/2014,Completed,06/03/2014,14-00827572,Sanitation Code Violation,Standing water,2720 W WARREN BLVD,60612,1158235.98009569,1900242.61360414,2,12,27,41.88201155370634,-87.6944187107311,"(41.88201155370634, -87.6944187107311)"
06/01/2014,Completed,06/04/2014,14-00818924,Sanitation Code Violation,Standing water,3026 N CHRISTIANA AVE,60618,1153528.2300863,1919934.22552223,35,14,21,41.93614198271835,-87.71118113288092,"(41.93614198271835, -87.71118113288092)"
05/28/2014,Completed,06/04/2014,14-00791605,Sanitation Code Violation,Standing water,7317 S SOUTH SHORE DR,60649,1195142.43376837,1857453.7764952,7,3,43,41.763763233616764,-87.56031461337778,"(41.763763233616764, -87.56031461337778)"
05/29/2014,Completed,06/04/2014,14-00803753,Sanitation Code Violation,Standing water,1635 N HUMBOLDT BLVD,60647,1156124.63599635,1910743.24049871,35,14,24,41.91086910170849,-87.70188778821344,"(41.91086910170849, -87.70188778821344)"
06/05/2014,Completed,06/05/2014,14-00845852,Sanitation Code Violation,Standing water,2222 W FLETCHER ST,60618,1160993.95987464,1920883.37321103,32,19,5,41.93859455145875,-87.68371739803634,"(41.93859455145875, -87.68371739803634)"
06/05/2014,Completed,06/06/2014,14-00852989,Sanitation Code Violation,Standing water,1315 W NORTH AVE,60642,1167244.63990066,1910775.26162588,32,14,24,41.91072506102888,-87.66103601949315,"(41.91072506102888, -87.66103601949315)"
06/09/2014,Completed,06/09/2014,14-00866340,Sanitation Code Violation,Standing water,1351 W WEBSTER AVE,60614,1166861.60288225,1914745.30822345,32,18,7,41.92162733699423,-87.66232904376056,"(41.92162733699423, -87.66232904376056)"
06/08/2014,Completed,06/09/2014,14-00864130,Sanitation Code Violation,Standing water,1605 N WOOD ST,60622,1164103.09479302,1910724.67998736,32,14,24,41.910653251702996,-87.67257831114118,"(41.910653251702996, -87.67257831114118)"
06/08/2014,Completed,06/09/2014,14-00864332,Sanitation Code Violation,Standing water,2510 N WASHTENAW AVE,60647,1157943.63188793,1916620.16917658,35,14,22,41.92695890317809,-87.69504473715673,"(41.92695890317809, -87.69504473715673)"
06/09/2014,Completed,06/10/2014,14-00873268,Sanitation Code Violation,Standing water,4444 N MARMORA AVE,60630,1136212.9427988,1928952.54991899,38,16,15,41.96121637122686,-87.7746012607949,"(41.96121637122686, -87.7746012607949)"
06/06/2014,Completed,06/10/2014,14-00857697,Sanitation Code Violation,Standing water,835 S WELLS ST,60607,1174839.04327147,1896617.99013255,2,1,32,41.87170999149192,-87.63356133917335,"(41.87170999149192, -87.63356133917335)"
06/07/2014,Completed,06/10/2014,14-00861952,Sanitation Code Violation,Standing water,3243 W NORTH AVE,60647,1154316.20142347,1910447.43151421,26,14,23,41.910093717168074,-87.7085392791824,"(41.910093717168074, -87.7085392791824)"
06/03/2014,Completed,06/11/2014,14-00833428,Sanitation Code Violation,Standing water,9939 S PERRY AVE,60628,1177355.20522088,1839056.25439808,9,5,49,41.71369830432173,-87.6260622278624,"(41.71369830432173, -87.6260622278624)"
05/23/2014,Completed,06/11/2014,14-00774573,Sanitation Code Violation,Standing water,2355 W WINNEMAC AVE,60625,1159654.36002038,1933421.19947475,47,20,4,41.97302679089643,-87.68829390626354,"(41.97302679089643, -87.68829390626354)"
06/11/2014,Completed,06/12/2014,14-00888591,Sanitation Code Violation,Standing water,5618 N WESTERN AVE,60659,1159309.65999497,1937234.93002487,40,20,2,41.98349895465369,-87.68945602986898,"(41.98349895465369, -87.68945602986898)"
06/11/2014,Completed,06/12/2014,14-00888661,Sanitation Code Violation,Standing water,4340 S MAPLEWOOD AVE,60632,1160086.19958762,1875802.32001336,12,9,58,41.81490678394023,-87.68829880481887,"(41.81490678394023, -87.68829880481887)"
06/12/2014,Completed,06/13/2014,14-00897396,Sanitation Code Violation,Standing water,6142 N GLENWOOD AVE,60660,1165860.09203417,1941005.17700105,48,24,77,41.99370696255199,-87.66525663273892,"(41.99370696255199, -87.66525663273892)"
06/12/2014,Completed,06/13/2014,14-00891243,Sanitation Code Violation,Standing water,1351 W WEBSTER AVE,60614,1166861.60288225,1914745.30822345,32,18,7,41.92162733699423,-87.66232904376056,"(41.92162733699423, -87.66232904376056)"
05/12/2014,Completed,06/13/2014,14-00691199,Sanitation Code Violation,Standing water,6924 S JUSTINE ST,60636,1167199.38652028,1858809.52109268,17,7,67,41.768127025338686,-87.66269283782492,"(41.768127025338686, -87.66269283782492)"
06/15/2014,Completed,06/16/2014,14-00907596,Sanitation Code Violation,Standing water,4528 N ASHLAND AVE,60640,1164840.75182001,1930145.36560122,47,19,3,41.96392903423401,-87.66931582925531,"(41.96392903423401, -87.66931582925531)"
06/15/2014,Completed,06/17/2014,14-00908809,Sanitation Code Violation,Standing water,1710 N LAWNDALE AVE,60647,1151448.93966907,1911113.45571179,26,25,23,41.91197817897231,-87.71905499470458,"(41.91197817897231, -87.71905499470458)"
06/12/2014,Completed,06/17/2014,14-00893234,Sanitation Code Violation,Standing water,10353 S HOMAN AVE,60655,1155494.8932823,1835766.92907047,19,22,74,41.705136668927956,-87.70621107720076,"(41.705136668927956, -87.70621107720076)"
06/09/2014,Completed,06/17/2014,14-00872240,Sanitation Code Violation,Standing water,9717 S CLAREMONT AVE,60643,1162423.23576947,1840133.59609394,19,22,72,41.716978284864354,-87.68071889952945,"(41.716978284864354, -87.68071889952945)"
06/11/2014,Completed,06/18/2014,14-00885199,Sanitation Code Violation,Standing water,835 S WELLS ST,60607,1174839.04327147,1896617.99013255,2,1,32,41.87170999149192,-87.63356133917335,"(41.87170999149192, -87.63356133917335)"
06/19/2014,Completed,06/19/2014,14-00938263,Sanitation Code Violation,Standing water,1351 W WEBSTER AVE,60614,1166861.60288225,1914745.30822345,32,18,7,41.92162733699423,-87.66232904376056,"(41.92162733699423, -87.66232904376056)"
06/11/2014,Completed - Dup,06/19/2014,14-00882080,Sanitation Code Violation,Standing water,7317 S SOUTH SHORE DR,60649,1195142.43376837,1857453.7764952,7,3,43,41.763763233616764,-87.56031461337778,"(41.763763233616764, -87.56031461337778)"
06/11/2014,Completed,06/19/2014,14-00882079,Sanitation Code Violation,Standing water,7317 S SOUTH SHORE DR,60649,1195142.43376837,1857453.7764952,7,3,43,41.763763233616764,-87.56031461337778,"(41.763763233616764, -87.56031461337778)"
06/20/2014,Completed,06/23/2014,14-00945186,Sanitation Code Violation,Standing water,1125 N CHRISTIANA AVE,60651,1153783.83338314,1907299.17506816,26,11,23,41.90146523942713,-87.710578960106,"(41.90146523942713, -87.710578960106)"
